Site,Date_mm/dd/yy,Time_start,Depth_m,Visibility_m,Weather,Current,Boats,Researchers,Count Type,Inclusion_m,Species,Sci_Name,0-1,>1-2,>2-5,>5-10,>10-15,>15-20,>20-50,>50-100,>100,>10-20
Sattakut,10/08/2025,9:54,21,5,3,Light,6,Mathys,Stationary,5,Butterfly - Weibels,Chaetodon wiebeli,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sattakut,10/08/2025,9:54,21,5,3,Light,6,Mathys,Stationary,5,Butterfly - Longfin bannerfish,Heniochus acuminatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sattakut,10/08/2025,9:54,21,5,3,Light,6,Mathys,Stationary,5,Butterfly - Eight banded,Chaetodon octofasciatus ,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sattakut,10/08/2025,9:54,21,5,3,Light,6,Mathys,Stationary,5,Angel - Blue-ringed,Pomacanthus annularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sattakut,10/08/2025,9:54,21,5,3,Light,6,Mathys,Stationary,5,Batfish - ALL,Epiphelus spp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sattakut,10/08/2025,9:54,21,5,3,Light,6,Mathys,Stationary,5,Cleaner - Blue-streaked,Labroides dimidiatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sattakut,10/08/2025,9:54,21,5,3,Light,6,Mathys,Stationary,5,Wrasse - Redbreasted,Cheilinus fasciatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sattakut,10/08/2025,9:54,21,5,3,Light,6,Mathys,Stationary,5,Wrasse - Moon,Thalassoma lunare,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sattakut,10/08/2025,9:54,21,5,3,Light,6,Mathys,Stationary,5,Tigger - Titan,Ballistoides viridescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sattakut,10/08/2025,9:54,21,5,3,Light,6,Mathys,Belt,5,Snapper - Brownstripe,Lutjanus vitta,0,0,0,0,0,30,0,0,0,
Sattakut,10/08/2025,9:54,21,5,3,Light,6,Mathys,Belt,5,Snapper - Russells,Lutjanus russellii,0,0,0,0,0,1,0,0,0,
Sattakut,10/08/2025,9:54,21,5,3,Light,6,Mathys,Belt,5,Snapper - Mangrove,Lutjanus griseus,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:54,21,5,3,Light,6,Mathys,Belt,5,Sweetlips - Painted,Diagramma pictum,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:54,21,5,3,Light,6,Mathys,Belt,5,Sweetlips - Harlequin,Plectorhinchus chaetodonoides,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:54,21,5,3,Light,6,Mathys,Belt,5,Sweetlips - Harry hotlips,Plectorhinchus gibbosus,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:54,21,5,3,Light,6,Mathys,Belt,5,Grouper - Blacktip,Ephinphelus fasciatus ,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:54,21,5,3,Light,6,Mathys,Belt,5,Grouper - Coral groupers (all) ,Plectropomus spp. ,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:54,21,5,3,Light,6,Mathys,Belt,5,Grouper - Brown marbled,Epinephelus fuscoguttatus,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:54,21,5,3,Light,6,Mathys,Belt,5,Trevally - Orange spotted,Carangoides bajad,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:54,21,5,3,Light,6,Mathys,Belt,5,Trevally - Gold spotted,Carangoides fulvoguttatus,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:54,21,5,3,Light,6,Mathys,Belt,5,Trevally - Golden,Gnanthanodon speciosus,0,0,0,0,0,0,1,0,0,
Sattakut,10/08/2025,9:54,21,5,3,Light,6,Mathys,Belt,5,Barracuda - Yellowtail,Sphyraena flavicauda,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:54,21,5,3,Light,6,Mathys,Belt,5,Barracuda - Chevron,Sphyraena qenie,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:54,21,5,3,Light,6,Mathys,Belt,5,Barracuda - Pickhandle,Sphyraena jello,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:54,21,5,3,Light,6,Mathys,Belt,5,Barracuda - Great,Sphyraena barracuda,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Stationary,1,Damsels - Regal Demoiselle,Neopomacentrus cyanos,0,0,0,25,0,0,NA,NA,NA,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Stationary,1,Damsels - Alexanders ,Pomacentrus alexanderae,0,0,0,40,0,0,NA,NA,NA,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Stationary,5,Parrotfish - Surf,Scarus rivulatus ,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Stationary,5,Rabbit - Java,Siganus javus,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Stationary,5,Rabbit - Virgate,Siganus Virgatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Stationary,5,Fusiliers - Yellowback,Caesio xanthonota,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Stationary,5,Butterfly - Weibels,Chaetodon wiebeli,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Stationary,5,Butterfly - Longfin bannerfish,Heniochus acuminatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Stationary,5,Butterfly - Eight banded,Chaetodon octofasciatus ,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Stationary,5,Angel - Blue-ringed,Pomacanthus annularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Stationary,5,Batfish - ALL,Epiphelus spp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Stationary,5,Cleaner - Blue-streaked,Labroides dimidiatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Stationary,5,Wrasse - Redbreasted,Cheilinus fasciatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Stationary,5,Wrasse - Moon,Thalassoma lunare,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Stationary,5,Tigger - Titan,Ballistoides viridescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Belt,5,Snapper - Brownstripe,Lutjanus vitta,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Belt,5,Snapper - Russells,Lutjanus russellii,0,0,0,0,0,41,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Belt,5,Snapper - Mangrove,Lutjanus griseus,0,0,0,0,0,85,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Belt,5,Sweetlips - Painted,Diagramma pictum,0,0,0,0,0,0,0,1,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Belt,5,Sweetlips - Harlequin,Plectorhinchus chaetodonoides,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Belt,5,Sweetlips - Harry hotlips,Plectorhinchus gibbosus,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Belt,5,Grouper - Blacktip,Ephinphelus fasciatus ,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Belt,5,Grouper - Coral groupers (all) ,Plectropomus spp. ,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Belt,5,Grouper - Brown marbled,Epinephelus fuscoguttatus,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Belt,5,Trevally - Orange spotted,Carangoides bajad,0,0,0,0,0,0,5,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Belt,5,Trevally - Gold spotted,Carangoides fulvoguttatus,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Belt,5,Trevally - Golden,Gnanthanodon speciosus,0,0,0,0,0,0,0,1,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Belt,5,Barracuda - Yellowtail,Sphyraena flavicauda,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Belt,5,Barracuda - Chevron,Sphyraena qenie,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Belt,5,Barracuda - Pickhandle,Sphyraena jello,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Tilda,Belt,5,Barracuda - Great,Sphyraena barracuda,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Stationary,1,Damsels - Regal Demoiselle,Neopomacentrus cyanos,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Stationary,1,Damsels - Alexanders ,Pomacentrus alexanderae,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Stationary,5,Parrotfish - Surf,Scarus rivulatus ,0,0,0,0,0,0,0,NA,NA,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Stationary,5,Rabbit - Java,Siganus javus,0,0,0,0,1,1,0,NA,NA,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Stationary,5,Rabbit - Virgate,Siganus Virgatus,0,0,0,0,0,0,0,NA,NA,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Stationary,5,Fusiliers - Yellowback,Caesio xanthonota,0,0,0,0,0,0,0,NA,NA,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Stationary,5,Butterfly - Weibels,Chaetodon wiebeli,0,0,0,0,0,0,0,NA,NA,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Stationary,5,Butterfly - Longfin bannerfish,Heniochus acuminatus,0,0,0,0,2,0,0,NA,NA,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Stationary,5,Butterfly - Eight banded,Chaetodon octofasciatus ,0,0,0,0,0,0,0,NA,NA,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Stationary,5,Angel - Blue-ringed,Pomacanthus annularis,0,0,0,0,0,0,0,NA,NA,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Stationary,5,Batfish - ALL,Epiphelus spp.,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Stationary,5,Cleaner - Blue-streaked,Labroides dimidiatus,0,0,0,1,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Stationary,5,Wrasse - Redbreasted,Cheilinus fasciatus,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Stationary,5,Wrasse - Moon,Thalassoma lunare,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Stationary,5,Tigger - Titan,Ballistoides viridescens,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Belt,5,Snapper - Brownstripe,Lutjanus vitta,0,0,0,0,0,48,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Belt,5,Snapper - Russells,Lutjanus russellii,0,0,0,0,1,26,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Belt,5,Snapper - Mangrove,Lutjanus griseus,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Belt,5,Sweetlips - Painted,Diagramma pictum,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Belt,5,Sweetlips - Harlequin,Plectorhinchus chaetodonoides,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Belt,5,Sweetlips - Harry hotlips,Plectorhinchus gibbosus,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Belt,5,Grouper - Blacktip,Ephinphelus fasciatus ,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Belt,5,Grouper - Coral groupers (all) ,Plectropomus spp. ,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Belt,5,Grouper - Brown marbled,Epinephelus fuscoguttatus,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Belt,5,Trevally - Orange spotted,Carangoides bajad,0,0,0,0,0,0,3,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Belt,5,Trevally - Gold spotted,Carangoides fulvoguttatus,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Belt,5,Trevally - Golden,Gnanthanodon speciosus,0,0,0,0,0,0,0,1,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Belt,5,Barracuda - Yellowtail,Sphyraena flavicauda,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Belt,5,Barracuda - Chevron,Sphyraena qenie,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Belt,5,Barracuda - Pickhandle,Sphyraena jello,0,0,0,0,0,0,0,0,0,
Sattakut,10/08/2025,9:30,20,15,4,None,6,Ruby,Belt,5,Barracuda - Great,Sphyraena barracuda,0,0,0,0,0,0,0,0,0,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Stationary,1,Damsels - Regal Demoiselle,Neopomacentrus cyanos,52,80,35,5,0,0,NA,NA,NA,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Stationary,1,Damsels - Alexanders ,Pomacentrus alexanderae,0,0,25,11,0,0,NA,NA,NA,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Stationary,5,Parrotfish - Surf,Scarus rivulatus ,0,0,0,0,0,0,0,NA,NA,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Stationary,5,Rabbit - Java,Siganus javus,0,0,0,0,0,0,0,NA,NA,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Stationary,5,Rabbit - Virgate,Siganus Virgatus,0,0,0,0,0,0,0,NA,NA,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Stationary,5,Fusiliers - Yellowback,Caesio xanthonota,0,0,0,0,0,0,0,NA,NA,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Stationary,5,Butterfly - Weibels,Chaetodon wiebeli,0,0,0,0,2,0,0,NA,NA,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Stationary,5,Butterfly - Longfin bannerfish,Heniochus acuminatus,0,0,0,0,0,0,0,NA,NA,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Stationary,5,Butterfly - Eight banded,Chaetodon octofasciatus ,0,0,0,0,0,0,0,NA,NA,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Stationary,5,Angel - Blue-ringed,Pomacanthus annularis,0,0,0,0,0,0,0,NA,NA,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Stationary,5,Batfish - ALL,Epiphelus spp.,0,0,0,0,0,0,0,0,0,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Stationary,5,Cleaner - Blue-streaked,Labroides dimidiatus,0,0,0,0,0,0,0,0,0,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Stationary,5,Wrasse - Redbreasted,Cheilinus fasciatus,0,0,0,0,0,0,0,0,0,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Stationary,5,Wrasse - Moon,Thalassoma lunare,0,0,0,1,3,0,0,0,0,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Stationary,5,Tigger - Titan,Ballistoides viridescens,0,0,0,0,0,0,0,0,0,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Belt,5,Snapper - Brownstripe,Lutjanus vitta,0,0,0,0,0,0,0,0,0,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Belt,5,Snapper - Russells,Lutjanus russellii,0,0,0,0,0,0,2,0,0,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Belt,5,Snapper - Mangrove,Lutjanus griseus,0,0,0,0,0,0,0,0,0,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Belt,5,Sweetlips - Painted,Diagramma pictum,0,0,0,0,0,0,1,1,0,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Belt,5,Sweetlips - Harlequin,Plectorhinchus chaetodonoides,0,0,0,0,0,0,0,0,0,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Belt,5,Sweetlips - Harry hotlips,Plectorhinchus gibbosus,0,0,0,0,0,0,0,0,0,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Belt,5,Grouper - Blacktip,Ephinphelus fasciatus ,0,0,0,0,1,0,0,0,0,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Belt,5,Grouper - Coral groupers (all) ,Plectropomus spp. ,0,0,0,0,1,0,0,0,0,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Belt,5,Grouper - Brown marbled,Epinephelus fuscoguttatus,0,0,0,0,0,0,0,0,0,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Belt,5,Trevally - Orange spotted,Carangoides bajad,0,0,0,0,0,0,0,0,0,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Belt,5,Trevally - Gold spotted,Carangoides fulvoguttatus,0,0,0,0,0,0,0,0,0,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Belt,5,Trevally - Golden,Gnanthanodon speciosus,0,0,0,0,0,0,0,0,0,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Belt,5,Barracuda - Yellowtail,Sphyraena flavicauda,0,0,0,0,0,0,0,0,0,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Belt,5,Barracuda - Chevron,Sphyraena qenie,0,0,0,0,0,0,0,0,0,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Belt,5,Barracuda - Pickhandle,Sphyraena jello,0,0,0,0,0,0,0,0,0,
Hin Pee Wee,10/09/2025,10:11,18,15,1,None,11,Nicole,Belt,5,Barracuda - Great,Sphyraena barracuda,0,0,0,0,0,0,0,0,0,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Stationary,1,Damsels - Regal Demoiselle,Neopomacentrus cyanos,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Stationary,1,Damsels - Alexanders ,Pomacentrus alexanderae,N/A,9,26,N/A,N/A,N/A,NA,NA,NA,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Stationary,5,Parrotfish - Surf,Scarus rivulatus ,0,0,0,0,2,1,5,NA,NA,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Stationary,5,Rabbit - Java,Siganus javus,0,0,0,2,17,5,3,NA,NA,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Stationary,5,Rabbit - Virgate,Siganus Virgatus,0,0,0,0,0,0,0,NA,NA,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Stationary,5,Fusiliers - Yellowback,Caesio xanthonota,0,0,0,0,0,0,0,NA,NA,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Stationary,5,Butterfly - Weibels,Chaetodon wiebeli,0,0,0,0,1,1,0,NA,NA,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Stationary,5,Butterfly - Longfin bannerfish,Heniochus acuminatus,0,0,0,0,0,1,0,NA,NA,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Stationary,5,Butterfly - Eight banded,Chaetodon octofasciatus ,0,0,0,0,0,0,0,NA,NA,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Stationary,5,Angel - Blue-ringed,Pomacanthus annularis,0,0,0,0,0,0,2,NA,NA,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Stationary,5,Batfish - ALL,Epiphelus spp.,0,0,0,0,0,0,0,0,0,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Stationary,5,Cleaner - Blue-streaked,Labroides dimidiatus,0,0,0,0,0,0,0,0,0,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Stationary,5,Wrasse - Redbreasted,Cheilinus fasciatus,0,0,0,0,0,0,3,0,0,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Stationary,5,Wrasse - Moon,Thalassoma lunare,0,0,4,2,0,0,0,0,0,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Stationary,5,Tigger - Titan,Ballistoides viridescens,0,0,0,0,0,0,0,0,0,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Belt,5,Snapper - Brownstripe,Lutjanus vitta,0,0,0,0,0,15,35,0,0,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Belt,5,Snapper - Russells,Lutjanus russellii,0,0,0,0,0,25,85,0,0,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Belt,5,Snapper - Mangrove,Lutjanus griseus,0,0,0,0,0,0,0,3,2,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Belt,5,Sweetlips - Painted,Diagramma pictum,0,0,0,0,0,0,0,1,0,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Belt,5,Sweetlips - Harlequin,Plectorhinchus chaetodonoides,0,0,0,0,0,0,0,0,0,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Belt,5,Sweetlips - Harry hotlips,Plectorhinchus gibbosus,0,0,0,0,0,0,0,4,0,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Belt,5,Grouper - Blacktip,Ephinphelus fasciatus ,0,0,0,0,0,0,0,0,0,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Belt,5,Grouper - Coral groupers (all) ,Plectropomus spp. ,0,0,0,0,0,0,1,1,0,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Belt,5,Grouper - Brown marbled,Epinephelus fuscoguttatus,0,0,0,0,0,0,0,0,0,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Belt,5,Trevally - Orange spotted,Carangoides bajad,0,0,0,0,0,0,0,0,0,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Belt,5,Trevally - Gold spotted,Carangoides fulvoguttatus,0,0,0,0,0,0,0,0,0,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Belt,5,Trevally - Golden,Gnanthanodon speciosus,0,0,0,0,0,0,0,0,0,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Belt,5,Barracuda - Yellowtail,Sphyraena flavicauda,0,0,0,0,0,0,0,0,0,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Belt,5,Barracuda - Chevron,Sphyraena qenie,0,0,0,0,0,0,0,0,0,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Belt,5,Barracuda - Pickhandle,Sphyraena jello,0,0,0,0,0,0,0,0,0,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Thomas,Belt,5,Barracuda - Great,Sphyraena barracuda,0,0,0,0,0,0,0,0,2,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Jake,Stationary,1,Damsels - Regal Demoiselle,Neopomacentrus cyanos,29,48,30,4,0,0,NA,NA,NA,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Jake,Stationary,1,Damsels - Alexanders ,Pomacentrus alexanderae,0,9,26,0,0,0,NA,NA,NA,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Jake,Stationary,5,Parrotfish - Surf,Scarus rivulatus ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Jake,Stationary,5,Rabbit - Java,Siganus javus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Jake,Stationary,5,Rabbit - Virgate,Siganus Virgatus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Jake,Stationary,5,Fusiliers - Yellowback,Caesio xanthonota,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Jake,Stationary,5,Butterfly - Weibels,Chaetodon wiebeli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Jake,Stationary,5,Butterfly - Longfin bannerfish,Heniochus acuminatus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Jake,Stationary,5,Butterfly - Eight banded,Chaetodon octofasciatus ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Jake,Stationary,5,Angel - Blue-ringed,Pomacanthus annularis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Jake,Stationary,5,Batfish - ALL,Epiphelus spp.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Jake,Stationary,5,Cleaner - Blue-streaked,Labroides dimidiatus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Jake,Stationary,5,Wrasse - Redbreasted,Cheilinus fasciatus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Sattakut,10/09/2025,10:04,15,10,3,None,11,Jake,Stationary,5,Wrasse - Moon,Thalassoma lunare,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
